AADR,UHL
AJJ,MCN
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,PER
AJJ,RU
AJJ,SHU
AJJ,SHU
AJJ,SHU
AJJ,SHU
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRL
AJJ,TRT
AJJ,TRT
AJJ,TRT
AJJ,TRT
AJJ,TRT
AJJ,TRT
AJJ,TRT
AJJ,WJR
AJJ,WJR
AJJ,WJR
AJJ,WJR
AJJ,WJR
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,NGP
AJNI,SEGM
AJNI,SNI
AJNI,SNI
AJNI,WR
AJNI,WR
AJNI,WR
AJU,SNV
AJU,WSA
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BD
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,BSL
AK,HNL
AK,KNW
AK,MKU
AK,MKU
AK,MKU
AK,MKU
AK,MKU
AK,MKU
AK,MKU
AK,MKU
AK,MMR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,MZR
AK,NAVI
AK,NGP
AK,NGP
AK,NGP
AK,PS
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,SEG
AK,WHM
AK,WHM
AK,WHM
AK,WHM
AK,WHM
AK,WHM
AK,WHM
AK,WHM
AK,WHM
AKD,BCH
AKD,KSH
AKD,KSH
AKD,KSH
AKD,KSH
AKD,SJP
AKD,SJP
AKD,SJP
AKD,SJP
AKD,SJP
AKE,KMC
AKE,KMC
AKE,KMC
AKE,MZL
AKE,MZL
AKE,MZL
AKJ,HGH
AKJ,HGH
AKJ,NHH
AKJ,NHH
AKN,BGP
AKN,BGP
AKN,BGP
AKN,BGP
AKN,MPY
AKN,NAT
AKN,SGG
AKN,SGG
AKN,SGG
AKN,SGG
AKN,SGG
AKN,SGG
AKOR,DUD
AKOR,DUD
AKOR,HG
AKOR,SUR
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,DVD
AKP,EE
AKP,NASP
AKP,SLO
AKP,TUNI
AKP,TUNI
AKP,TUNI
AKP,TUNI
AKP,TUNI
AKP,TUNI
AKP,TUNI
AKP,VSKP
AKP,VSKP
AKP,VSKP
AKP,VSKP
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKP,YLM
AKT,BSP
AKT,BSP
AKT,BSP
AKT,BSP
AKT,BSP
AKT,BSP
AKT,BSP
AKT,BSP
AKT,BSP
AKT,CPH
AKT,CPH
AKT,CPH
AKT,KTSH
AKT,NIA
AKT,NIA
AKT,NIA
AKT,NIA
AKT,NIA
AKT,NIA
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BH
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,BRC
AKV,KSB
AKV,KSB
AKV,KSB
AKV,KSB
AKV,KSB
AKV,KSB
AKV,PAO
AKV,PAO
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKV,ST
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,BVRT
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AKVD,KKLR
AL,BVRT
AL,BVRT
AL,BVRT
AL,BVRT
AL,BVRT
AL,TNKU
AL,TNKU
AL,TNKU
AL,TNKU
AL,TNKU
AL,TNKU
ALB,HAPA
ALB,WTJ
ALD,ALY
ALD,ALY
ALD,ALY
ALD,ALY
ALD,ALY
ALD,ALY
ALD,ALY
ALD,ALY
ALD,ALY
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BDL
ALD,BOY
ALD,BRE
ALD,BRE
ALD,BRE
ALD,BSB
ALD,CAR
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,CNB
ALD,DBR
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,FTP
ALD,GYN
ALD,GYN
ALD,GYN
ALD,JNH
ALD,JNH
ALD,JNH
ALD,JNH
ALD,KIR
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MGS
ALD,MJA
ALD,MJA
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MKP
ALD,MNF
ALD,MUV
ALD,MZP
ALD,MZP
ALD,MZP
ALD,MZP
ALD,MZP
ALD,MZP
ALD,MZP
ALD,MZP
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,NYN
ALD,PBH
ALD,PBH
ALD,PBH
ALD,PLP
ALD,PLP
ALD,PLP
ALD,PLP
ALD,PNBE
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,PRG
ALD,SFG
ALD,SRJ
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALD,STA
ALER,BG
ALER,BG
ALER,BG
ALER,BG
ALER,BG
ALER,PBP
ALER,RAG
ALER,SC
ALER,ZN
ALER,ZN
ALER,ZN
ALER,ZN
ALER,ZN
ALER,ZN
ALJ,KPV
ALJN,BBA
ALJN,CNB
ALJN,CNB
ALJN,CNB
ALJN,CNB
ALJN,DLI
ALJN,ETW
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,GZB
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,HRS
ALJN,JJK
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,KRJ
ALJN,MXK
ALJN,NDLS
ALJN,NDLS
ALJN,NDLS
ALJN,NDLS
ALJN,NDLS
ALJN,RG
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALJN,TDL
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,AMPA
ALLP,ERS
ALLP,ERS
ALLP,ERS
ALLP,ERS
ALLP,ERS
ALLP,ERS
ALLP,KYJ
ALLP,KYJ
ALLP,KYJ
ALLP,KYJ
ALLP,KYJ
ALLP,KYJ
ALLP,KYJ
ALLP,MAKM
ALLP,MAKM
ALLP,MAKM
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALLP,SRTL
ALMR,NGA
ALMR,UJ
ALU,KKPM
ALU,LLI
ALU,PNDM
ALU,PNDM
ALU,PNDM
ALU,SRGM
ALU,SRGM
ALU,SRGM
ALU,SRGM
ALU,SRGM
ALU,SRGM
ALU,SRGM
ALU,SRGM
ALU,TPJ
ALU,TPJ
ALU,TPJ
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALU,VRI
ALY,ALD
ALY,ALD
ALY,ALD
ALY,ALD
ALY,ALD
ALY,ALD
ALY,ALD
ALY,ALD
ALY,ALD
ALY,GYN
ALY,GYN
ALY,GYN
ALY,GYN
ALY,GYN
ALY,GYN
ALY,GYN
ALY,GYN
ALY,GYN
ALY,HDK
AMB,LJR
AMB,LJR
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,MNGD
AMB,NRLR
AMB,NRLR
AMB,NRLR
AMB,NRLR
AMB,NRLR
AMB,RPRD
AME,ANTU
AME,ANTU
AME,ANTU
AME,GNG
AME,GNG
AME,GNG
AME,GNG
AME,GNG
AME,GNG
AME,GNG
AME,GNG
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,PBH
AME,RBL
AME,RBL
AME,RBL
AME,RBL
AME,RBL
AME,RBL
AME,RBL
AME,TLKH
AMG,HRI
AMG,HRI
AMG,HRI
AMG,HRI
AMG,LKO
AMG,LKO
AMG,LKO
AMG,LKO
AMG,LKO
AMG,LKO
AMG,LKO
AMG,SAN
AMG,SAN
AMH,KRND
AMH,MAU
AMH,MAU
AMH,MAU
AMH,MAU
AMH,MMA
AMH,MMA
AMH,MMA
AMH,MMA
AMH,MMA
AMH,MMA
AMH,SAA
AMH,SHG
AMH,SHG
AMH,SHG
AMH,SHG
AMH,SHG
AMH,SHG
AMH,SMZ
AMH,SMZ
AMH,SMZ
AMH,SMZ
AMH,SMZ
AMI,BD
AMI,BD
AMI,BD
AMI,DMN
AML,BIM
AML,BIM
AML,BIM
AML,BIM
AML,NVS
AML,NVS
AML,NVS
AML,NVS
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,BZU
AMLA,JMV
AMLA,MTY
AMLA,MTY
AMLA,MTY
AMLA,MTY
AMLA,MTY
AMLA,MTY
AMLA,MTY
AMLA,MTY
AMLA,NRKR
AMLA,NVG
AMLA,PAR
AMLA,PAR
AMLA,PAR
AMLA,PAR
AMLA,PAR
AMLA,PAR
AMLA,PAR
AMLA,PAR
AMP,BHP
AMP,BHP
AMP,BHP
AMP,BHP
AMP,BHP
AMP,BHP
AMP,PNE
AMP,PNE
AMP,PNE
AMP,PNE
AMP,SNT
AMP,SNT
AMP,SNT
AMP,SNT
AMP,SNT
AMP,SNT
AMP,SNT
AMP,SNT
AMP,SNT
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
AMPA,ALLP
